2028-01-01	6	乙酉
2028-01-02	0	丙戌
2028-01-03	1	丁亥
2028-01-04	2	戊子
2028-01-05	3	己丑
2028-01-06	4	庚寅
2028-01-07	5	辛卯
2028-01-08	6	壬辰
2028-01-09	0	癸巳
2028-01-10	1	甲午
2028-01-11	2	乙未
2028-01-12	3	丙申
2028-01-13	4	丁酉
2028-01-14	5	戊戌
2028-01-15	6	己亥
2028-01-16	0	庚子
2028-01-17	1	辛丑
2028-01-18	2	壬寅
2028-01-19	3	癸卯
2028-01-20	4	甲辰
2028-01-21	5	乙巳
2028-01-22	6	丙午
2028-01-23	0	丁未
2028-01-24	1	戊申
2028-01-25	2	己酉
2028-01-26	3	庚戌
2028-01-27	4	辛亥
2028-01-28	5	壬子
2028-01-29	6	癸丑
2028-01-30	0	甲寅
2028-01-31	1	乙卯
2028-02-01	2	丙辰
2028-02-02	3	丁巳
2028-02-03	4	戊午
2028-02-04	5	己未
2028-02-05	6	庚申
2028-02-06	0	辛酉
2028-02-07	1	壬戌
2028-02-08	2	癸亥
2028-02-09	3	甲子
2028-02-10	4	乙丑
2028-02-11	5	丙寅
2028-02-12	6	丁卯
2028-02-13	0	戊辰
2028-02-14	1	己巳
2028-02-15	2	庚午
2028-02-16	3	辛未
2028-02-17	4	壬申
2028-02-18	5	癸酉
2028-02-19	6	甲戌
2028-02-20	0	乙亥
2028-02-21	1	丙子
2028-02-22	2	丁丑
2028-02-23	3	戊寅
2028-02-24	4	己卯
2028-02-25	5	庚辰
2028-02-26	6	辛巳
2028-02-27	0	壬午
2028-02-28	1	癸未
2028-02-29	2	甲申
2028-03-01	3	乙酉
2028-03-02	4	丙戌
2028-03-03	5	丁亥
2028-03-04	6	戊子
2028-03-05	0	己丑
2028-03-06	1	庚寅
2028-03-07	2	辛卯
2028-03-08	3	壬辰
2028-03-09	4	癸巳
2028-03-10	5	甲午
2028-03-11	6	乙未
2028-03-12	0	丙申
2028-03-13	1	丁酉
2028-03-14	2	戊戌
2028-03-15	3	己亥
2028-03-16	4	庚子
2028-03-17	5	辛丑
2028-03-18	6	壬寅
2028-03-19	0	癸卯
2028-03-20	1	甲辰
2028-03-21	2	乙巳
2028-03-22	3	丙午
2028-03-23	4	丁未
2028-03-24	5	戊申
2028-03-25	6	己酉
2028-03-26	0	庚戌
2028-03-27	1	辛亥
2028-03-28	2	壬子
2028-03-29	3	癸丑
2028-03-30	4	甲寅
2028-03-31	5	乙卯
2028-04-01	6	丙辰
2028-04-02	0	丁巳
2028-04-03	1	戊午
2028-04-04	2	己未
2028-04-05	3	庚申
2028-04-06	4	辛酉
2028-04-07	5	壬戌
2028-04-08	6	癸亥
2028-04-09	0	甲子
2028-04-10	1	乙丑
2028-04-11	2	丙寅
2028-04-12	3	丁卯
2028-04-13	4	戊辰
2028-04-14	5	己巳
2028-04-15	6	庚午
2028-04-16	0	辛未
2028-04-17	1	壬申
2028-04-18	2	癸酉
2028-04-19	3	甲戌
2028-04-20	4	乙亥
2028-04-21	5	丙子
2028-04-22	6	丁丑
2028-04-23	0	戊寅
2028-04-24	1	己卯
2028-04-25	2	庚辰
2028-04-26	3	辛巳
2028-04-27	4	壬午
2028-04-28	5	癸未
2028-04-29	6	甲申
2028-04-30	0	乙酉
2028-05-01	1	丙戌
2028-05-02	2	丁亥
2028-05-03	3	戊子
2028-05-04	4	己丑
2028-05-05	5	庚寅
2028-05-06	6	辛卯
2028-05-07	0	壬辰
2028-05-08	1	癸巳
2028-05-09	2	甲午
2028-05-10	3	乙未
2028-05-11	4	丙申
2028-05-12	5	丁酉
2028-05-13	6	戊戌
2028-05-14	0	己亥
2028-05-15	1	庚子
2028-05-16	2	辛丑
2028-05-17	3	壬寅
2028-05-18	4	癸卯
2028-05-19	5	甲辰
2028-05-20	6	乙巳
2028-05-21	0	丙午
2028-05-22	1	丁未
2028-05-23	2	戊申
2028-05-24	3	己酉
2028-05-25	4	庚戌
2028-05-26	5	辛亥
2028-05-27	6	壬子
2028-05-28	0	癸丑
2028-05-29	1	甲寅
2028-05-30	2	乙卯
2028-05-31	3	丙辰
2028-06-01	4	丁巳
2028-06-02	5	戊午
2028-06-03	6	己未
2028-06-04	0	庚申
2028-06-05	1	辛酉
2028-06-06	2	壬戌
2028-06-07	3	癸亥
2028-06-08	4	甲子
2028-06-09	5	乙丑
2028-06-10	6	丙寅
2028-06-11	0	丁卯
2028-06-12	1	戊辰
2028-06-13	2	己巳
2028-06-14	3	庚午
2028-06-15	4	辛未
2028-06-16	5	壬申
2028-06-17	6	癸酉
2028-06-18	0	甲戌
2028-06-19	1	乙亥
2028-06-20	2	丙子
2028-06-21	3	丁丑
2028-06-22	4	戊寅
2028-06-23	5	己卯
2028-06-24	6	庚辰
2028-06-25	0	辛巳
2028-06-26	1	壬午
2028-06-27	2	癸未
2028-06-28	3	甲申
2028-06-29	4	乙酉
2028-06-30	5	丙戌
2028-07-01	6	丁亥
2028-07-02	0	戊子
2028-07-03	1	己丑
2028-07-04	2	庚寅
2028-07-05	3	辛卯
2028-07-06	4	壬辰
2028-07-07	5	癸巳
2028-07-08	6	甲午
2028-07-09	0	乙未
2028-07-10	1	丙申
2028-07-11	2	丁酉
2028-07-12	3	戊戌
2028-07-13	4	己亥
2028-07-14	5	庚子
2028-07-15	6	辛丑
2028-07-16	0	壬寅
2028-07-17	1	癸卯
2028-07-18	2	甲辰
2028-07-19	3	乙巳
2028-07-20	4	丙午
2028-07-21	5	丁未
2028-07-22	6	戊申
2028-07-23	0	己酉
2028-07-24	1	庚戌
2028-07-25	2	辛亥
2028-07-26	3	壬子
2028-07-27	4	癸丑
2028-07-28	5	甲寅
2028-07-29	6	乙卯
2028-07-30	0	丙辰
2028-07-31	1	丁巳
2028-08-01	2	戊午
2028-08-02	3	己未
2028-08-03	4	庚申
2028-08-04	5	辛酉
2028-08-05	6	壬戌
2028-08-06	0	癸亥
2028-08-07	1	甲子
2028-08-08	2	乙丑
