2021-01-01	5	己酉
2021-01-06	3	甲寅
2021-01-07	4	乙卯
2021-01-12	2	庚申
2021-01-16	6	甲子
2021-01-17	0	乙丑
2021-01-19	2	丁卯
2021-01-20	3	戊辰
2021-01-21	4	己巳
2021-01-24	0	壬申
2021-01-26	2	甲戌
2021-01-27	3	乙亥
2021-01-31	0	己卯
2021-02-01	1	庚辰
2021-02-05	5	甲申
2021-02-06	6	乙酉
2021-02-07	0	丙戌
2021-02-08	1	丁亥
2021-02-15	1	甲午
2021-02-16	2	乙未
2021-02-20	6	己亥
2021-02-23	2	壬寅
2021-02-24	3	癸卯
2021-02-26	5	乙巳
2021-02-28	0	丁未
2021-03-02	2	己酉
2021-03-07	0	甲寅
2021-03-08	1	乙卯
2021-03-13	6	庚申
2021-03-17	3	甲子
2021-03-18	4	乙丑
2021-03-20	6	丁卯
2021-03-21	0	戊辰
2021-03-22	1	己巳
2021-03-25	4	壬申
2021-03-27	6	甲戌
2021-03-28	0	乙亥
2021-04-01	4	己卯
2021-04-02	5	庚辰
2021-04-06	2	甲申
2021-04-07	3	乙酉
2021-04-08	4	丙戌
2021-04-09	5	丁亥
2021-04-16	5	甲午
2021-04-17	6	乙未
2021-04-21	3	己亥
2021-04-24	6	壬寅
2021-04-25	0	癸卯
2021-04-27	2	乙巳
2021-04-29	4	丁未
2021-05-01	6	己酉
2021-05-06	4	甲寅
2021-05-07	5	乙卯
2021-05-12	3	庚申
2021-05-16	0	甲子
2021-05-17	1	乙丑
2021-05-19	3	丁卯
2021-05-20	4	戊辰
2021-05-21	5	己巳
2021-05-24	1	壬申
2021-05-26	3	甲戌
2021-05-27	4	乙亥
2021-05-31	1	己卯
2021-06-01	2	庚辰
2021-06-05	6	甲申
2021-06-06	0	乙酉
2021-06-07	1	丙戌
2021-06-08	2	丁亥
2021-06-15	2	甲午
2021-06-16	3	乙未
2021-06-20	0	己亥
2021-06-23	3	壬寅
2021-06-24	4	癸卯
2021-06-26	6	乙巳
2021-06-28	1	丁未
2021-06-30	3	己酉
2021-07-05	1	甲寅
2021-07-06	2	乙卯
2021-07-11	0	庚申
2021-07-15	4	甲子
2021-07-16	5	乙丑
2021-07-18	0	丁卯
2021-07-19	1	戊辰
2021-07-20	2	己巳
2021-07-23	5	壬申
2021-07-25	0	甲戌
2021-07-26	1	乙亥
2021-07-30	5	己卯
2021-07-31	6	庚辰
2021-08-04	3	甲申
2021-08-05	4	乙酉
2021-08-06	5	丙戌
2021-08-07	6	丁亥
2021-08-14	6	甲午
2021-08-15	0	乙未
2021-08-19	4	己亥
2021-08-22	0	壬寅
2021-08-23	1	癸卯
2021-08-25	3	乙巳
2021-08-27	5	丁未
2021-08-29	0	己酉
2021-09-03	5	甲寅
2021-09-04	6	乙卯
2021-09-09	4	庚申
2021-09-13	1	甲子
2021-09-14	2	乙丑
2021-09-16	4	丁卯
2021-09-17	5	戊辰
2021-09-18	6	己巳
2021-09-21	2	壬申
2021-09-23	4	甲戌
2021-09-24	5	乙亥
2021-09-28	2	己卯
2021-09-29	3	庚辰
2021-10-03	0	甲申
2021-10-04	1	乙酉
2021-10-05	2	丙戌
2021-10-06	3	丁亥
2021-10-13	3	甲午
2021-10-14	4	乙未
2021-10-18	1	己亥
2021-10-21	4	壬寅
2021-10-22	5	癸卯
2021-10-24	0	乙巳
2021-10-26	2	丁未
2021-10-28	4	己酉
2021-11-02	2	甲寅
2021-11-03	3	乙卯
2021-11-08	1	庚申
2021-11-12	5	甲子
2021-11-13	6	乙丑
2021-11-15	1	丁卯
2021-11-16	2	戊辰
2021-11-17	3	己巳
2021-11-20	6	壬申
2021-11-22	1	甲戌
2021-11-23	2	乙亥
2021-11-27	6	己卯
2021-11-28	0	庚辰
2021-12-02	4	甲申
2021-12-03	5	乙酉
2021-12-04	6	丙戌
2021-12-05	0	丁亥
2021-12-12	0	甲午
2021-12-13	1	乙未
2021-12-17	5	己亥
2021-12-20	1	壬寅
2021-12-21	2	癸卯
2021-12-23	4	乙巳
2021-12-25	6	丁未
2021-12-27	1	己酉
