2022-01-01	6	甲寅
2022-01-02	0	乙卯
2022-01-07	5	庚申
2022-01-11	2	甲子
2022-01-12	3	乙丑
2022-01-14	5	丁卯
2022-01-15	6	戊辰
2022-01-16	0	己巳
2022-01-19	3	壬申
2022-01-21	5	甲戌
2022-01-22	6	乙亥
2022-01-26	3	己卯
2022-01-27	4	庚辰
2022-01-31	1	甲申
2022-02-01	2	乙酉
2022-02-02	3	丙戌
2022-02-03	4	丁亥
2022-02-10	4	甲午
2022-02-11	5	乙未
2022-02-15	2	己亥
2022-02-18	5	壬寅
2022-02-19	6	癸卯
2022-02-21	1	乙巳
2022-02-23	3	丁未
2022-02-25	5	己酉
2022-03-02	3	甲寅
2022-03-03	4	乙卯
2022-03-08	2	庚申
2022-03-12	6	甲子
2022-03-13	0	乙丑
2022-03-15	2	丁卯
2022-03-16	3	戊辰
2022-03-17	4	己巳
2022-03-20	0	壬申
2022-03-22	2	甲戌
2022-03-23	3	乙亥
2022-03-27	0	己卯
2022-03-28	1	庚辰
2022-04-01	5	甲申
2022-04-02	6	乙酉
2022-04-03	0	丙戌
2022-04-04	1	丁亥
2022-04-11	1	甲午
2022-04-12	2	乙未
2022-04-16	6	己亥
2022-04-19	2	壬寅
2022-04-20	3	癸卯
2022-04-22	5	乙巳
2022-04-24	0	丁未
2022-04-26	2	己酉
2022-05-01	0	甲寅
2022-05-02	1	乙卯
2022-05-07	6	庚申
2022-05-11	3	甲子
2022-05-12	4	乙丑
2022-05-14	6	丁卯
2022-05-15	0	戊辰
2022-05-16	1	己巳
2022-05-19	4	壬申
2022-05-21	6	甲戌
2022-05-22	0	乙亥
2022-05-26	4	己卯
2022-05-27	5	庚辰
2022-05-31	2	甲申
2022-06-01	3	乙酉
2022-06-02	4	丙戌
2022-06-03	5	丁亥
2022-06-10	5	甲午
2022-06-11	6	乙未
2022-06-15	3	己亥
2022-06-18	6	壬寅
2022-06-19	0	癸卯
2022-06-21	2	乙巳
2022-06-23	4	丁未
2022-06-25	6	己酉
2022-06-30	4	甲寅
2022-07-01	5	乙卯
2022-07-06	3	庚申
2022-07-10	0	甲子
2022-07-11	1	乙丑
2022-07-13	3	丁卯
2022-07-14	4	戊辰
2022-07-15	5	己巳
2022-07-18	1	壬申
2022-07-20	3	甲戌
2022-07-21	4	乙亥
2022-07-25	1	己卯
2022-07-26	2	庚辰
2022-07-30	6	甲申
2022-07-31	0	乙酉
2022-08-01	1	丙戌
2022-08-02	2	丁亥
2022-08-09	2	甲午
2022-08-10	3	乙未
2022-08-14	0	己亥
2022-08-17	3	壬寅
2022-08-18	4	癸卯
2022-08-20	6	乙巳
2022-08-22	1	丁未
2022-08-24	3	己酉
2022-08-29	1	甲寅
2022-08-30	2	乙卯
2022-09-04	0	庚申
2022-09-08	4	甲子
2022-09-09	5	乙丑
2022-09-11	0	丁卯
2022-09-12	1	戊辰
2022-09-13	2	己巳
2022-09-16	5	壬申
2022-09-18	0	甲戌
2022-09-19	1	乙亥
2022-09-23	5	己卯
2022-09-24	6	庚辰
2022-09-28	3	甲申
2022-09-29	4	乙酉
2022-09-30	5	丙戌
2022-10-01	6	丁亥
2022-10-08	6	甲午
2022-10-09	0	乙未
2022-10-13	4	己亥
2022-10-16	0	壬寅
2022-10-17	1	癸卯
2022-10-19	3	乙巳
2022-10-21	5	丁未
2022-10-23	0	己酉
2022-10-28	5	甲寅
2022-10-29	6	乙卯
2022-11-03	4	庚申
2022-11-07	1	甲子
2022-11-08	2	乙丑
2022-11-10	4	丁卯
2022-11-11	5	戊辰
2022-11-12	6	己巳
2022-11-15	2	壬申
2022-11-17	4	甲戌
2022-11-18	5	乙亥
2022-11-22	2	己卯
2022-11-23	3	庚辰
2022-11-27	0	甲申
2022-11-28	1	乙酉
2022-11-29	2	丙戌
2022-11-30	3	丁亥
2022-12-07	3	甲午
2022-12-08	4	乙未
2022-12-12	1	己亥
2022-12-15	4	壬寅
2022-12-16	5	癸卯
2022-12-18	0	乙巳
2022-12-20	2	丁未
2022-12-22	4	己酉
2022-12-27	2	甲寅
2022-12-28	3	乙卯
